Year,赛事阶段,球队,本队进球,对手进球,Attendance,本队红牌,对手红牌,净胜球,比赛结果,是否淘汰赛,是否东道主,结果文字
2022,Final,Argentina,3,3,88966,0,0,0,1,1,0,平局
2022,Third-place match,Croatia,2,1,44137,0,0,1,2,0,0,胜利
2022,Semi-finals,France,2,0,68294,0,0,2,2,0,0,胜利
2022,Semi-finals,Argentina,3,0,88966,0,0,3,2,0,0,胜利
2022,Quarter-finals,Morocco,1,0,44198,0,0,1,2,1,0,胜利
2022,Quarter-finals,England,1,2,68895,0,0,-1,0,1,0,落败
2022,Quarter-finals,Croatia,1,1,43893,0,0,0,1,1,0,平局
2022,Quarter-finals,Netherlands,2,2,88235,0,0,0,1,1,0,平局
2022,Round of 16,Morocco,0,0,44667,0,0,0,1,1,0,平局
2022,Round of 16,Portugal,6,1,83720,0,0,5,2,1,0,胜利
2022,Round of 16,Japan,1,1,42523,0,0,0,1,1,0,平局
2022,Round of 16,Brazil,4,1,43847,0,0,3,2,1,0,胜利
2022,Round of 16,France,3,1,40989,0,0,2,2,1,0,胜利
2022,Round of 16,England,3,0,65985,0,0,3,2,1,0,胜利
2022,Round of 16,Netherlands,3,1,44846,0,0,2,2,1,0,胜利
2022,Round of 16,Argentina,2,1,45032,0,0,1,2,1,0,胜利
2022,Group stage,Korea Republic,2,1,44097,0,0,1,2,0,0,胜利
2022,Group stage,Ghana,0,2,43443,0,0,-2,0,0,0,落败
2022,Group stage,Cameroon,1,0,85986,0,0,1,2,0,0,胜利
2022,Group stage,Serbia,2,3,41378,0,0,-1,0,0,0,落败
2022,Group stage,Canada,1,2,43102,0,0,-1,0,0,0,落败
2022,Group stage,Croatia,0,0,43984,0,0,0,1,0,0,平局
2022,Group stage,Costa Rica,2,4,67054,0,0,-2,0,0,0,落败
2022,Group stage,Japan,2,1,44851,0,0,1,2,0,0,胜利
2022,Group stage,Australia,1,0,41232,0,0,1,2,0,0,胜利
2022,Group stage,Tunisia,1,0,43627,0,0,1,2,0,0,胜利
2022,Group stage,Saudi Arabia,1,2,84985,0,0,-1,0,0,0,落败
2022,Group stage,Poland,0,2,44089,0,0,-2,0,0,0,落败
2022,Group stage,Ecuador,1,2,44569,0,0,-1,0,0,0,落败
2022,Group stage,Netherlands,2,0,66784,0,0,2,2,0,0,胜利
2022,Group stage,IR Iran,0,1,42127,0,0,-1,0,0,0,落败
2022,Group stage,Wales,0,3,44297,0,0,-3,0,0,0,落败
2022,Group stage,Cameroon,3,3,39789,0,0,0,1,0,0,平局
2022,Group stage,Korea Republic,2,3,43983,1,0,-1,0,0,0,落败
2022,Group stage,Brazil,1,0,43649,0,0,1,2,0,0,胜利
2022,Group stage,Portugal,2,0,88668,0,0,2,2,0,0,胜利
2022,Group stage,Japan,0,1,41479,0,0,-1,0,0,0,落败
2022,Group stage,Belgium,0,2,43738,0,0,-2,0,0,0,落败
2022,Group stage,Croatia,4,1,44374,0,0,3,2,0,0,胜利
2022,Group stage,Spain,1,1,68895,0,0,0,1,0,0,平局
2022,Group stage,Tunisia,0,1,41823,0,0,-1,0,0,0,落败
2022,Group stage,Poland,2,0,44259,0,0,2,2,0,0,胜利
2022,Group stage,France,2,1,42860,0,0,1,2,0,0,胜利
2022,Group stage,Argentina,2,0,88966,0,0,2,2,0,0,胜利
2022,Group stage,Wales,0,2,40875,1,0,-2,0,0,0,落败
2022,Group stage,Qatar,1,3,41797,0,0,-2,0,0,1,落败
2022,Group stage,Netherlands,1,1,44833,0,0,0,1,0,0,平局
2022,Group stage,England,0,0,68463,0,0,0,1,0,0,平局
2022,Group stage,Switzerland,1,0,39089,0,0,1,2,0,0,胜利
2022,Group stage,Uruguay,0,0,41663,0,0,0,1,0,0,平局
2022,Group stage,Portugal,3,2,42662,0,0,1,2,0,0,胜利
2022,Group stage,Brazil,2,0,88103,0,0,2,2,0,0,胜利
2022,Group stage,Morocco,0,0,59407,0,0,0,1,0,0,平局
2022,Group stage,Germany,1,2,42608,0,0,-1,0,0,0,落败
2022,Group stage,Belgium,1,0,40432,0,0,1,2,0,0,胜利
2022,Group stage,Argentina,1,2,88012,0,0,-1,0,0,0,落败
2022,Group stage,Denmark,0,0,42925,0,0,0,1,0,0,平局
2022,Group stage,Mexico,0,0,39369,0,0,0,1,0,0,平局
2022,Group stage,France,4,1,40875,0,0,3,2,0,0,胜利
2022,Group stage,England,6,2,45334,0,0,4,2,0,0,胜利
2022,Group stage,Senegal,0,2,41721,0,0,-2,0,0,0,落败
2022,Group stage,United States,1,1,43418,0,0,0,1,0,0,平局
2022,Group stage,Qatar,0,2,67372,0,0,-2,0,0,1,落败
2018,Final,France,4,2,78011,0,0,2,2,1,0,胜利
2018,Third-place match,Belgium,2,0,64406,0,0,2,2,0,0,胜利
2018,Semi-finals,Croatia,2,1,78011,0,0,1,2,0,0,胜利
2018,Semi-finals,France,1,0,64286,0,0,1,2,0,0,胜利
2018,Quarter-finals,Sweden,0,2,39991,0,0,-2,0,1,0,落败
2018,Quarter-finals,Russia,2,2,44287,0,0,0,1,1,1,平局
2018,Quarter-finals,Uruguay,0,2,43319,0,0,-2,0,1,0,落败
2018,Quarter-finals,Brazil,1,2,42873,0,0,-1,0,1,0,落败
2018,Round of 16,Sweden,1,0,64042,0,1,1,2,1,0,胜利
2018,Round of 16,Colombia,1,1,44190,0,0,0,1,1,0,平局
2018,Round of 16,Brazil,2,0,41970,0,0,2,2,1,0,胜利
2018,Round of 16,Belgium,3,2,41466,0,0,1,2,1,0,胜利
2018,Round of 16,Spain,1,1,78011,0,0,0,1,1,0,平局
2018,Round of 16,Croatia,1,1,40851,0,0,0,1,1,0,平局
2018,Round of 16,France,4,3,42873,0,0,1,2,1,0,胜利
2018,Round of 16,Uruguay,2,1,44287,0,0,1,2,1,0,胜利
2018,Group stage,Japan,0,1,42189,0,0,-1,0,0,0,落败
2018,Group stage,Senegal,0,1,41970,0,0,-1,0,0,0,落败
2018,Group stage,England,0,1,33973,0,0,-1,0,0,0,落败
2018,Group stage,Panama,1,2,37168,0,0,-1,0,0,0,落败
2018,Group stage,Korea Republic,2,0,41835,0,0,2,2,0,0,胜利
2018,Group stage,Mexico,0,3,33061,0,0,-3,0,0,0,落败
2018,Group stage,Switzerland,2,2,43319,0,0,0,1,0,0,平局
2018,Group stage,Serbia,0,2,44190,0,0,-2,0,0,0,落败
2018,Group stage,Australia,0,2,44073,0,0,-2,0,0,0,落败
2018,Group stage,Denmark,0,0,78011,0,0,0,1,0,0,平局
2018,Group stage,Iceland,1,2,43472,0,0,-1,0,0,0,落败
2018,Group stage,Nigeria,1,2,64468,0,0,-1,0,0,0,落败
2018,Group stage,Saudi Arabia,2,1,36823,0,0,1,2,0,0,胜利
2018,Group stage,Uruguay,3,0,41970,0,0,3,2,0,0,胜利
2018,Group stage,Spain,2,2,33973,0,0,0,1,0,0,平局
2018,Group stage,IR Iran,1,1,41685,0,0,0,1,0,0,平局
2018,Group stage,England,6,1,43319,0,0,5,2,0,0,胜利
2018,Group stage,Japan,2,2,32572,0,0,0,1,0,0,平局
2018,Group stage,Poland,0,3,42873,0,0,-3,0,0,0,落败
2018,Group stage,Belgium,5,2,44190,0,0,3,2,0,0,胜利
2018,Group stage,Korea Republic,1,2,43472,0,0,-1,0,0,0,落败
2018,Group stage,Germany,2,1,44287,0,0,1,2,0,0,胜利
2018,Group stage,Brazil,2,0,64468,0,0,2,2,0,0,胜利
2018,Group stage,Nigeria,2,0,40904,0,0,2,2,0,0,胜利
2018,Group stage,Serbia,1,2,33167,0,0,-1,0,0,0,落败
2018,Group stage,Denmark,1,1,40727,0,0,0,1,0,0,平局
2018,Group stage,France,1,0,32789,0,0,1,2,0,0,胜利
2018,Group stage,Argentina,0,3,43319,0,0,-3,0,0,0,落败
2018,Group stage,Portugal,1,0,78011,0,0,1,2,0,0,胜利
2018,Group stage,Uruguay,1,0,42678,0,0,1,2,0,0,胜利
2018,Group stage,IR Iran,0,1,42718,0,0,-1,0,0,0,落败
2018,Group stage,Colombia,1,2,40842,1,0,-1,0,0,0,落败
2018,Group stage,Poland,1,2,44190,0,0,-1,0,0,0,落败
2018,Group stage,Russia,3,1,64468,0,0,2,2,0,1,胜利
2018,Group stage,Sweden,1,0,42300,0,0,1,2,0,0,胜利
2018,Group stage,Belgium,3,0,43257,0,0,3,2,0,0,胜利
2018,Group stage,Tunisia,1,2,41064,0,0,-1,0,0,0,落败
2018,Group stage,Costa Rica,0,1,41432,0,0,-1,0,0,0,落败
2018,Group stage,Germany,0,1,78011,0,0,-1,0,0,0,落败
2018,Group stage,Brazil,1,1,43109,0,0,0,1,0,0,平局
2018,Group stage,France,2,1,41279,0,0,1,2,0,0,胜利
2018,Group stage,Argentina,1,1,44190,0,0,0,1,0,0,平局
2018,Group stage,Peru,0,1,40502,0,0,-1,0,0,0,落败
2018,Group stage,Croatia,2,0,31136,0,0,2,2,0,0,胜利
2018,Group stage,Egypt,0,1,27015,0,0,-1,0,0,0,落败
2018,Group stage,Morocco,0,1,62548,0,0,-1,0,0,0,落败
2018,Group stage,Portugal,3,3,43866,0,0,0,1,0,0,平局
2018,Group stage,Russia,5,0,78011,0,0,5,2,0,1,胜利
2014,Final,Germany,1,0,74738,0,0,1,2,1,0,胜利
2014,Third-place match,Brazil,0,3,68034,0,0,-3,0,0,1,落败
2014,Semi-finals,Netherlands,0,0,63267,0,0,0,1,0,0,平局
2014,Quarter-finals,Argentina,1,0,68551,0,0,1,2,1,0,胜利
2014,Quarter-finals,Netherlands,0,0,51179,0,0,0,1,1,0,平局
2014,Quarter-finals,France,0,1,74240,0,0,-1,0,1,0,落败
2014,Quarter-finals,Brazil,2,1,60342,0,0,1,2,1,1,胜利
2014,Round of 16,Argentina,1,0,63255,0,0,1,2,1,0,胜利
2014,Round of 16,Belgium,2,1,51227,0,0,1,2,1,0,胜利
2014,Round of 16,France,2,0,67882,0,0,2,2,1,0,胜利
2014,Round of 16,Germany,2,1,43063,0,0,1,2,1,0,胜利
2014,Round of 16,Netherlands,2,1,58817,0,0,1,2,1,0,胜利
2014,Round of 16,Costa Rica,1,1,41242,0,0,0,1,1,0,平局
2014,Round of 16,Brazil,1,1,57714,0,0,0,1,1,1,平局
2014,Round of 16,Colombia,2,0,73804,0,0,2,2,1,0,胜利
2014,Group stage,United States,0,1,41876,0,0,-1,0,0,0,落败
2014,Group stage,Portugal,2,1,67540,0,0,1,2,0,0,胜利
2014,Group stage,Korea Republic,0,1,61397,0,1,-1,0,0,0,落败
2014,Group stage,Algeria,1,1,39311,0,0,0,1,0,0,平局
2014,Group stage,Bosnia and Herzegovina,3,1,48011,0,0,2,2,0,0,胜利
2014,Group stage,Nigeria,2,3,43285,0,0,-1,0,0,0,落败
2014,Group stage,Honduras,0,3,40322,0,0,-3,0,0,0,落败
2014,Group stage,Ecuador,0,0,73749,1,0,0,1,0,0,平局
2014,Group stage,Costa Rica,0,0,57823,0,0,0,1,0,0,平局
2014,Group stage,Italy,0,1,39706,1,0,-1,0,0,0,落败
2014,Group stage,Japan,1,4,40340,0,0,-3,0,0,0,落败
2014,Group stage,Greece,2,1,59095,0,0,1,2,0,0,胜利
2014,Group stage,Australia,0,3,39375,0,0,-3,0,0,0,落败
2014,Group stage,Netherlands,2,0,62996,0,0,2,2,0,0,胜利
2014,Group stage,Croatia,1,3,41212,1,0,-2,0,0,0,落败
2014,Group stage,Cameroon,1,4,69112,0,0,-3,0,0,0,落败
2014,Group stage,Belgium,1,0,73819,0,0,1,2,0,0,胜利
2014,Group stage,Korea Republic,2,4,42732,0,0,-2,0,0,0,落败
2014,Group stage,United States,2,2,40123,0,0,0,1,0,0,平局
2014,Group stage,Argentina,1,0,57698,0,0,1,2,0,0,胜利
2014,Group stage,Germany,2,2,59621,0,0,0,1,0,0,平局
2014,Group stage,Nigeria,1,0,40499,0,0,1,2,0,0,胜利
2014,Group stage,Italy,0,1,40285,0,0,-1,0,0,0,落败
2014,Group stage,Switzerland,2,5,51003,0,0,-3,0,0,0,落败
2014,Group stage,Honduras,1,2,39224,0,0,-1,0,0,0,落败
2014,Group stage,Colombia,2,1,68748,0,0,1,2,0,0,胜利
2014,Group stage,Uruguay,2,1,62575,0,0,1,2,0,0,胜利
2014,Group stage,Japan,0,0,39485,0,0,0,1,0,0,平局
2014,Group stage,Australia,2,3,42877,0,0,-1,0,0,0,落败
2014,Group stage,Spain,0,2,74101,0,0,-2,0,0,0,落败
2014,Group stage,Cameroon,0,4,39982,1,0,-4,0,0,0,落败
2014,Group stage,Belgium,2,1,56800,0,0,1,2,0,0,胜利
2014,Group stage,Brazil,0,0,60342,0,0,0,1,0,1,平局
2014,Group stage,Russia,1,1,37603,0,0,0,1,0,0,平局
2014,Group stage,Germany,4,0,51081,0,1,4,2,0,0,胜利
2014,Group stage,IR Iran,0,0,39081,0,0,0,1,0,0,平局
2014,Group stage,Ghana,1,2,39760,0,0,-1,0,0,0,落败
2014,Group stage,Switzerland,2,1,68351,0,0,1,2,0,0,胜利
2014,Group stage,France,3,0,43012,0,0,3,2,0,0,胜利
2014,Group stage,Argentina,2,1,74738,0,0,1,2,0,0,胜利
2014,Group stage,Colombia,3,0,57174,0,0,3,2,0,0,胜利
2014,Group stage,Uruguay,1,3,58679,1,0,-2,0,0,0,落败
2014,Group stage,England,1,2,39800,0,0,-1,0,0,0,落败
2014,Group stage,C?te d'Ivoire,2,1,40267,0,0,1,2,0,0,胜利
2014,Group stage,Mexico,1,0,39216,0,0,1,2,0,0,胜利
2014,Group stage,Spain,1,5,48173,0,0,-4,0,0,0,落败
2014,Group stage,Chile,3,1,40275,0,0,2,2,0,0,胜利
2014,Group stage,Brazil,3,1,62103,0,0,2,2,0,1,胜利
2010,Final,Netherlands,0,1,84490,0,0,-1,0,1,0,落败
2010,Third-place match,Uruguay,2,3,36254,0,0,-1,0,0,0,落败
2010,Semi-finals,Germany,0,1,60960,0,0,-1,0,0,0,落败
2010,Semi-finals,Uruguay,2,3,62479,0,0,-1,0,0,0,落败
2010,Quarter-finals,Argentina,0,4,64100,0,0,-4,0,1,0,落败
2010,Quarter-finals,Paraguay,0,1,55359,0,0,-1,0,1,0,落败
2010,Quarter-finals,Netherlands,2,1,40186,0,0,1,2,1,0,胜利
2010,Quarter-finals,Uruguay,1,1,84017,1,0,0,1,1,0,平局
2010,Round of 16,Paraguay,0,0,36742,0,0,0,1,1,0,平局
2010,Round of 16,Spain,1,0,62955,0,1,1,2,1,0,胜利
2010,Round of 16,Netherlands,2,1,61962,0,0,1,2,1,0,胜利
2010,Round of 16,Brazil,3,0,54096,0,0,3,2,1,0,胜利
2010,Round of 16,Germany,4,1,40510,0,0,3,2,1,0,胜利
2010,Round of 16,Argentina,3,1,84377,0,0,2,2,1,0,胜利
2010,Round of 16,Uruguay,2,1,30597,0,0,1,2,1,0,胜利
2010,Round of 16,United States,1,2,34976,0,0,-1,0,1,0,落败
2010,Group stage,Portugal,0,0,62712,0,0,0,1,0,0,平局
2010,Group stage,Korea DPR,0,3,34763,0,0,-3,0,0,0,落败
2010,Group stage,Chile,1,2,41958,0,0,-1,0,0,0,落败
2010,Group stage,Switzerland,0,0,28042,0,0,0,1,0,0,平局
2010,Group stage,Paraguay,0,0,34850,0,0,0,1,0,0,平局
2010,Group stage,Slovakia,3,2,53412,0,0,1,2,0,0,胜利
2010,Group stage,Denmark,1,3,27967,0,0,-2,0,0,0,落败
2010,Group stage,Cameroon,1,2,63093,0,0,-1,0,0,0,落败
2010,Group stage,Slovenia,0,1,36893,0,0,-1,0,0,0,落败
2010,Group stage,United States,1,0,35827,0,0,1,2,0,0,胜利
2010,Group stage,Ghana,0,1,83391,0,0,-1,0,0,0,落败
2010,Group stage,Australia,2,1,37836,0,0,1,2,0,0,胜利
2010,Group stage,Mexico,0,1,33425,0,0,-1,0,0,0,落败
2010,Group stage,France,1,2,39415,1,0,-1,0,0,0,落败
2010,Group stage,Nigeria,2,2,61874,0,0,0,1,0,0,平局
2010,Group stage,Greece,0,2,38891,0,0,-2,0,0,0,落败
2010,Group stage,Chile,1,0,34872,0,0,1,2,0,0,胜利
2010,Group stage,Spain,2,0,54386,0,0,2,2,0,0,胜利
2010,Group stage,Slovakia,0,2,26643,0,0,-2,0,0,0,落败
2010,Group stage,Italy,1,1,38229,0,0,0,1,0,0,平局
2010,Group stage,Brazil,3,1,84455,0,0,2,2,0,0,胜利
2010,Group stage,Netherlands,1,0,62010,0,0,1,2,0,0,胜利
2010,Group stage,Ghana,1,1,34812,0,1,0,1,0,0,平局
2010,Group stage,Cameroon,1,2,38074,0,0,-1,0,0,0,落败
2010,Group stage,Germany,0,1,38294,0,0,-1,0,0,0,落败
2010,Group stage,Slovenia,2,2,45573,0,0,0,1,0,0,平局
2010,Group stage,England,0,0,64100,0,0,0,1,0,0,平局
2010,Group stage,Argentina,4,1,82174,0,0,3,2,0,0,胜利
2010,Group stage,Greece,2,1,31593,0,0,1,2,0,0,胜利
2010,Group stage,France,0,2,35370,0,0,-2,0,0,0,落败
2010,Group stage,Honduras,0,1,32664,0,0,-1,0,0,0,落败
2010,Group stage,Spain,0,1,62453,0,0,-1,0,0,0,落败
2010,Group stage,South Africa,0,3,42658,0,0,-3,0,0,1,落败
2010,Group stage,New Zealand,1,1,23871,0,0,0,1,0,0,平局
2010,Group stage,C?te d'Ivoire,0,0,37034,0,0,0,1,0,0,平局
2010,Group stage,Brazil,2,1,54331,0,0,1,2,0,0,胜利
2010,Group stage,Netherlands,2,0,83465,0,0,2,2,0,0,胜利
2010,Group stage,Japan,1,0,30620,0,0,1,2,0,0,胜利
2010,Group stage,Italy,1,1,62869,0,0,0,1,0,0,平局
2010,Group stage,Algeria,0,1,30325,0,0,-1,0,0,0,落败
2010,Group stage,Serbia,0,1,38833,0,0,-1,0,0,0,落败
2010,Group stage,Germany,4,0,62660,0,1,4,2,0,0,胜利
2010,Group stage,Korea Republic,2,0,31513,0,0,2,2,0,0,胜利
2010,Group stage,Argentina,1,0,55686,0,0,1,2,0,0,胜利
2010,Group stage,England,1,1,38646,0,0,0,1,0,0,平局
2010,Group stage,South Africa,1,1,84490,0,0,0,1,0,1,平局
2010,Group stage,Uruguay,0,0,64100,1,0,0,1,0,0,平局
2006,Final,Italy,1,1,69000,0,1,0,1,1,0,平局
2006,Third-place match,Germany,3,1,52000,0,0,2,2,0,1,胜利
2006,Semi-finals,Portugal,0,1,66000,0,0,-1,0,0,0,落败
2006,Semi-finals,Germany,0,2,65000,0,0,-2,0,0,1,落败
2006,Quarter-finals,England,0,0,52000,1,0,0,1,1,0,平局
2006,Quarter-finals,Brazil,0,1,48000,0,0,-1,0,1,0,落败
2006,Quarter-finals,Germany,1,1,72000,0,0,0,1,1,1,平局
2006,Quarter-finals,Italy,3,0,50000,0,0,3,2,1,0,胜利
2006,Round of 16,Brazil,3,0,65000,0,0,3,2,1,0,胜利
2006,Round of 16,Spain,1,3,43000,0,0,-2,0,1,0,落败
2006,Round of 16,Italy,1,0,46000,1,0,1,2,1,0,胜利
2006,Round of 16,Switzerland,0,0,45000,0,0,0,1,1,0,平局
2006,Round of 16,England,1,0,52000,0,0,1,2,1,0,胜利
2006,Round of 16,Portugal,1,0,41000,0,0,1,2,1,0,胜利
2006,Round of 16,Germany,2,0,66000,0,0,2,2,1,1,胜利
2006,Round of 16,Argentina,2,1,43000,0,0,1,2,1,0,胜利
2006,Group stage,Saudi Arabia,0,1,46000,0,0,-1,0,0,0,落败
2006,Group stage,Ukraine,1,0,72000,0,0,1,2,0,0,胜利
2006,Group stage,Togo,0,2,45000,0,0,-2,0,0,0,落败
2006,Group stage,Switzerland,2,0,43000,0,0,2,2,0,0,胜利
2006,Group stage,Ghana,2,1,41000,0,0,1,2,0,0,胜利
2006,Group stage,Czech Republic,0,2,50000,0,0,-2,0,0,0,落败
2006,Group stage,Japan,1,4,65000,0,0,-3,0,0,0,落败
2006,Group stage,Croatia,2,2,52000,0,0,0,1,0,0,平局
2006,Group stage,Portugal,2,1,52000,0,0,1,2,0,0,胜利
2006,Group stage,IR Iran,1,1,38000,0,0,0,1,0,0,平局
2006,Group stage,C?te d'Ivoire,3,2,66000,0,0,1,2,0,0,胜利
2006,Group stage,Netherlands,0,0,48000,0,0,0,1,0,0,平局
2006,Group stage,Costa Rica,1,2,43000,0,0,-1,0,0,0,落败
2006,Group stage,Ecuador,0,3,72000,0,0,-3,0,0,0,落败
2006,Group stage,Paraguay,2,0,46000,0,0,2,2,0,0,胜利
2006,Group stage,Sweden,2,2,45000,0,0,0,1,0,0,平局
2006,Group stage,Togo,0,2,65000,0,0,-2,0,0,0,落败
2006,Group stage,Saudi Arabia,0,4,50000,0,0,-4,0,0,0,落败
2006,Group stage,Spain,3,1,52000,0,0,2,2,0,0,胜利
2006,Group stage,Japan,0,0,41000,0,0,0,1,0,0,平局
2006,Group stage,Brazil,2,0,66000,0,0,2,2,0,0,胜利
2006,Group stage,France,1,1,43000,0,0,0,1,0,0,平局
2006,Group stage,Portugal,2,0,48000,0,0,2,2,0,0,胜利
2006,Group stage,Czech Republic,0,2,45000,1,0,-2,0,0,0,落败
2006,Group stage,Italy,1,1,46000,1,1,0,1,0,0,平局
2006,Group stage,Argentina,6,0,52000,0,1,6,2,0,0,胜利
2006,Group stage,Netherlands,2,1,52000,0,0,1,2,0,0,胜利
2006,Group stage,Mexico,0,0,43000,0,0,0,1,0,0,平局
2006,Group stage,Ecuador,3,0,50000,0,0,3,2,0,0,胜利
2006,Group stage,England,2,0,41000,0,0,2,2,0,0,胜利
2006,Group stage,Sweden,1,0,72000,0,0,1,2,0,0,胜利
2006,Group stage,Spain,4,0,43000,0,1,4,2,0,0,胜利
2006,Group stage,Tunisia,2,2,66000,0,0,0,1,0,0,平局
2006,Group stage,Germany,1,0,65000,0,0,1,2,0,1,胜利
2006,Group stage,Korea Republic,2,1,48000,0,0,1,2,0,0,胜利
2006,Group stage,France,0,0,52000,0,0,0,1,0,0,平局
2006,Group stage,Brazil,1,0,72000,0,0,1,2,0,0,胜利
2006,Group stage,Australia,3,1,46000,0,0,2,2,0,0,胜利
2006,Group stage,United States,0,3,52000,0,0,-3,0,0,0,落败
2006,Group stage,Italy,2,0,43000,0,0,2,2,0,0,胜利
2006,Group stage,Serbia and Montenegro,0,1,37216,0,0,-1,0,0,0,落败
2006,Group stage,Mexico,3,1,41000,0,0,2,2,0,0,胜利
2006,Group stage,Angola,0,1,45000,0,0,-1,0,0,0,落败
2006,Group stage,England,1,0,48000,0,0,1,2,0,0,胜利
2006,Group stage,Trinidad and Tobago,0,0,62959,0,0,0,1,0,0,平局
2006,Group stage,Argentina,2,1,49480,0,0,1,2,0,0,胜利
2006,Group stage,Germany,4,2,64950,0,0,2,2,0,1,胜利
2006,Group stage,Poland,0,2,52000,0,0,-2,0,0,0,落败
2002,Final,Germany,0,2,69029,0,0,-2,0,1,0,落败
2002,Third-place match,Korea Republic,2,3,63483,0,0,-1,0,0,0,落败
2002,Semi-finals,Brazil,1,0,61058,0,0,1,2,0,0,胜利
2002,Semi-finals,Germany,1,0,65625,0,0,1,2,0,0,胜利
2002,Quarter-finals,Spain,0,0,42114,0,0,0,1,1,0,平局
2002,Quarter-finals,Senegal,0,1,44233,0,0,-1,0,1,0,落败
2002,Quarter-finals,England,1,2,47436,0,1,-1,0,1,0,落败
2002,Quarter-finals,Germany,1,0,37337,0,0,1,2,1,0,胜利
2002,Round of 16,Japan,0,1,45666,0,0,-1,0,1,0,落败
2002,Round of 16,Korea Republic,2,1,38588,0,0,1,2,1,0,胜利
2002,Round of 16,Mexico,0,2,36380,1,0,-2,0,1,0,落败
2002,Round of 16,Brazil,2,0,40440,0,0,2,2,1,0,胜利
2002,Round of 16,Sweden,1,2,39747,0,0,-1,0,1,0,落败
2002,Round of 16,Spain,1,1,38926,0,0,0,1,1,0,平局
2002,Round of 16,Germany,1,0,25176,0,1,1,2,1,0,胜利
2002,Round of 16,Denmark,0,3,40582,0,0,-3,0,1,0,落败
2002,Group stage,Tunisia,0,2,45213,0,0,-2,0,0,0,落败
2002,Group stage,Belgium,3,2,46640,0,0,1,2,0,0,胜利
2002,Group stage,Portugal,0,1,50239,1,0,-1,0,0,0,落败
2002,Group stage,Poland,3,1,26482,0,0,2,2,0,0,胜利
2002,Group stage,Costa Rica,2,5,38524,0,0,-3,0,0,0,落败
2002,Group stage,Türkiye,3,0,43605,0,1,3,2,0,0,胜利
2002,Group stage,Mexico,1,1,39291,0,0,0,1,0,0,平局
2002,Group stage,Ecuador,1,0,65862,0,0,1,2,0,0,胜利
2002,Group stage,Sweden,1,1,45777,0,0,0,1,0,0,平局
2002,Group stage,Nigeria,0,0,44864,0,0,0,1,0,0,平局
2002,Group stage,South Africa,2,3,31024,0,0,-1,0,0,0,落败
2002,Group stage,Slovenia,1,3,30176,1,0,-2,0,0,0,落败
2002,Group stage,Denmark,2,0,48100,0,0,2,2,0,0,胜利
2002,Group stage,Senegal,3,3,33681,0,0,0,1,0,0,平局
2002,Group stage,Saudi Arabia,0,3,65320,0,0,-3,0,0,0,落败
2002,Group stage,Cameroon,0,2,47085,0,0,-2,0,0,0,落败
2002,Group stage,Korea Republic,1,1,60778,0,0,0,1,0,0,平局
2002,Group stage,Tunisia,1,1,39700,0,0,0,1,0,0,平局
2002,Group stage,Portugal,4,0,31000,0,0,4,2,0,0,胜利
2002,Group stage,Mexico,2,1,45610,0,0,1,2,0,0,胜利
2002,Group stage,Costa Rica,1,1,42299,0,0,0,1,0,0,平局
2002,Group stage,Japan,1,0,66108,0,0,1,2,0,0,胜利
2002,Group stage,South Africa,1,0,47226,0,0,1,2,0,0,胜利
2002,Group stage,Italy,1,2,36472,0,0,-1,0,0,0,落败
2002,Group stage,Brazil,4,0,36750,0,0,4,2,0,0,胜利
2002,Group stage,Sweden,2,1,36194,0,0,1,2,0,0,胜利
2002,Group stage,Spain,3,1,24000,0,0,2,2,0,0,胜利
2002,Group stage,Argentina,0,1,35927,0,0,-1,0,0,0,落败
2002,Group stage,Denmark,1,1,43500,0,0,0,1,0,0,平局
2002,Group stage,Cameroon,1,0,52328,0,0,1,2,0,0,胜利
2002,Group stage,France,0,0,38070,1,0,0,1,0,0,平局
2002,Group stage,Russia,2,0,30957,0,0,2,2,0,0,胜利
2002,Group stage,United States,3,2,37306,0,0,1,2,0,0,胜利
2002,Group stage,Germany,1,1,35854,0,0,0,1,0,0,平局
2002,Group stage,China PR,0,2,27217,0,0,-2,0,0,0,落败
2002,Group stage,Japan,2,2,55256,0,0,0,1,0,0,平局
2002,Group stage,Korea Republic,2,0,48760,0,0,2,2,0,0,胜利
2002,Group stage,Croatia,0,1,32239,1,0,-1,0,0,0,落败
2002,Group stage,Brazil,2,1,33842,0,0,1,2,0,0,胜利
2002,Group stage,Italy,2,0,31081,0,0,2,2,0,0,胜利
2002,Group stage,Argentina,1,0,34050,0,0,1,2,0,0,胜利
2002,Group stage,Paraguay,2,2,25186,0,0,0,1,0,0,平局
2002,Group stage,England,1,1,52721,0,0,0,1,0,0,平局
2002,Group stage,Spain,3,1,28588,0,0,2,2,0,0,胜利
2002,Group stage,Republic of Ireland,1,1,33679,0,0,0,1,0,0,平局
2002,Group stage,Uruguay,1,2,30157,0,0,-1,0,0,0,落败
2002,Group stage,France,0,1,62561,0,0,-1,0,0,0,落败
1998,Final,Brazil,0,3,80000,0,0,-3,0,1,0,落败
1998,Third-place match,Netherlands,1,2,44000,0,0,-1,0,0,0,落败
1998,Semi-finals,France,2,1,80000,1,0,1,2,0,1,胜利
1998,Semi-finals,Brazil,1,1,60000,0,0,0,1,0,0,平局
1998,Quarter-finals,Netherlands,2,1,60000,0,0,1,2,1,0,胜利
1998,Quarter-finals,Germany,0,3,43300,1,0,-3,0,1,0,落败
